task-clock	context-switches	cpu-migrations	page-faults	cycles	instructions	branches	branch-misses	label
27.28	57.0	1.0	1.0	52868574.0	84253556.0	14845774.0	18976.0	1
7.99	28.0	0.0	0.0	15690971.0	23280868.0	4396215.0	19006.0	1
15.64	65.0	3.0	0.0	31035094.0	46965964.0	8236991.0	26458.0	1
2.77	16.0	0.0	0.0	5129894.0	7824889.0	1582536.0	476.0	1
16.48	40.0	2.0	1.0	32428875.0	49715529.0	9087623.0	15873.0	1
14.51	52.0	2.0	0.0	27885519.0	44824373.0	7741125.0	10896.0	1
24.35	45.0	5.0	1.0	47115305.0	72488649.0	12597284.0	60188.0	1
10.22	21.0	0.0	0.0	20196516.0	31201925.0	5763229.0	19194.0	1
15.75	67.0	2.0	1.0	30838480.0	48515549.0	8108786.0	17513.0	1
14.89	38.0	0.0	0.0	27439209.0	43162351.0	8159516.0	29235.0	1
24.37	68.0	1.0	2.0	47317650.0	75414930.0	12577558.0	21605.0	1
13.81	48.0	1.0	0.0	26693114.0	42247265.0	6817341.0	8748.0	1
15.71	62.0	4.0	2.0	30924248.0	47248430.0	8007773.0	34693.0	1
21.39	34.0	1.0	0.0	41653476.0	66369755.0	11686613.0	22875.0	1
5.3	38.0	0.0	0.0	10360683.0	15927984.0	2852496.0	16855.0	1
18.64	43.0	3.0	0.0	35949833.0	57006257.0	9708713.0	10491.0	1
0.17	14.0	1.0	0.0	297338.0	122698.0	25553.0	599.0	1
14.4	33.0	1.0	0.0	28174170.0	43059913.0	7916822.0	15336.0	1
19.66	66.0	3.0	0.0	38084198.0	61099303.0	10625326.0	16213.0	1
11.71	51.0	1.0	1.0	22256360.0	35057019.0	6251350.0	13094.0	1
18.08	26.0	2.0	0.0	35225056.0	56856263.0	9696591.0	27047.0	1
20.39	48.0	2.0	2.0	39653730.0	62462129.0	10573387.0	23421.0	1
18.09	51.0	1.0	0.0	34917628.0	55088659.0	9293743.0	32827.0	1
9.5	21.0	0.0	4.0	19002935.0	29634140.0	5467331.0	6292.0	1
20.2	64.0	0.0	0.0	38862931.0	61917930.0	10526319.0	31690.0	1
22.0	63.0	1.0	2.0	42815469.0	67770239.0	11653138.0	24373.0	1
5.47	15.0	0.0	1.0	6237848.0	16347229.0	2769567.0	3060.0	1
15.33	29.0	2.0	0.0	30177157.0	47255501.0	8505081.0	8233.0	1
0.34	32.0	0.0	0.0	547702.0	282702.0	57426.0	1714.0	1
25.97	33.0	4.0	1.0	50560020.0	80562776.0	14163948.0	33679.0	1
16.62	60.0	1.0	0.0	32274102.0	50932322.0	8430217.0	16113.0	1
9.27	16.0	2.0	1.0	17991622.0	26615461.0	5097539.0	7767.0	1
20.65	86.0	4.0	0.0	34032394.0	62205508.0	10311808.0	36172.0	1
13.61	21.0	0.0	0.0	25835082.0	41899296.0	7319535.0	7141.0	1
11.8	24.0	2.0	1.0	23310927.0	36327192.0	6768794.0	10450.0	1
20.86	51.0	1.0	2.0	40705316.0	62905220.0	11674104.0	40989.0	1
18.74	56.0	1.0	2.0	36721411.0	57694847.0	10356959.0	19099.0	1
18.5	63.0	0.0	2.0	37032039.0	58795980.0	9609474.0	9123.0	1
4.32	25.0	3.0	0.0	8512497.0	2700382.0	2229981.0	9650.0	1
17.72	33.0	0.0	0.0	34677083.0	53585459.0	9674597.0	9036.0	1
20.61	63.0	1.0	1.0	39762427.0	63336162.0	10659609.0	20766.0	1
8.9	28.0	0.0	0.0	17812211.0	27706144.0	5138061.0	12685.0	1
15.44	49.0	2.0	3.0	29458240.0	47133900.0	7927105.0	13410.0	1
4.3	36.0	2.0	2.0	8484340.0	2750753.0	2251025.0	5877.0	1
32.64	33.0	2.0	0.0	64905181.0	100841480.0	18147046.0	46191.0	1
0.16	13.0	0.0	0.0	262835.0	116634.0	24488.0	866.0	1
26.18	58.0	3.0	2.0	50572520.0	80170081.0	13941256.0	28698.0	1
0.23	20.0	0.0	0.0	351093.0	167335.0	35820.0	1183.0	1
14.23	36.0	3.0	0.0	27857958.0	43895863.0	6990026.0	15225.0	1
24.24	62.0	5.0	1.0	47213735.0	74970238.0	12914325.0	27363.0	1
0.25	22.0	0.0	0.0	370975.0	181491.0	40172.0	1099.0	1
11.09	24.0	3.0	3.0	22606619.0	35309451.0	6548820.0	6089.0	1
15.73	26.0	2.0	1.0	30478416.0	49158461.0	8232529.0	21175.0	1
5.44	37.0	0.0	0.0	9780418.0	2726869.0	2971887.0	4712.0	1
28.51	61.0	1.0	3.0	55519592.0	87869780.0	15761837.0	20331.0	1
6.88	19.0	4.0	2.0	11202317.0	14075290.0	3657690.0	12614.0	1
6.22	8.0	0.0	0.0	12247671.0	19951413.0	3394451.0	5256.0	1
17.82	17.0	2.0	0.0	34961745.0	55086403.0	10233502.0	13136.0	1
14.48	55.0	3.0	2.0	27636882.0	44289515.0	7093200.0	20271.0	1
10.14	24.0	1.0	0.0	19972825.0	30185194.0	5247776.0	15845.0	1
19.23	54.0	3.0	0.0	36909759.0	49422576.0	8803118.0	64212.0	1
0.39	31.0	0.0	0.0	600622.0	295691.0	0.0	0.0	1
15.21	25.0	1.0	1.0	29798116.0	46438296.0	8761371.0	17901.0	1
16.41	52.0	2.0	1.0	31568031.0	50754456.0	8715267.0	15980.0	1
14.64	20.0	0.0	1.0	28178039.0	43129949.0	8038439.0	27196.0	1
0.3	26.0	0.0	0.0	473557.0	208016.0	43448.0	1410.0	1
23.37	42.0	3.0	1.0	45552710.0	71867109.0	12622577.0	34464.0	1
15.29	54.0	1.0	1.0	29527062.0	46326089.0	7965566.0	15565.0	1
7.87	14.0	0.0	0.0	15633963.0	24395091.0	4550489.0	7809.0	1
10.49	56.0	0.0	0.0	19068824.0	31323463.0	5440451.0	10930.0	1
5.38	21.0	1.0	1.0	8961400.0	12107635.0	2997687.0	10450.0	1
17.71	43.0	1.0	1.0	34031923.0	55037465.0	9378733.0	26392.0	1
7.94	25.0	0.0	0.0	15280520.0	23801436.0	4185606.0	10037.0	1
17.97	57.0	1.0	2.0	34811890.0	55516562.0	9622682.0	22265.0	1
16.79	46.0	0.0	0.0	32327199.0	51116859.0	8829310.0	17358.0	1
5.25	42.0	2.0	0.0	10449665.0	16234168.0	866857.0	9908.0	1
30.25	39.0	1.0	1.0	58585126.0	92128158.0	16706203.0	22274.0	1
7.69	21.0	0.0	0.0	13628076.0	22479784.0	4320727.0	6135.0	1
27.94	58.0	2.0	0.0	54863972.0	88428360.0	15333347.0	14733.0	1
5.5	18.0	0.0	2.0	10721664.0	15764704.0	631799.0	7474.0	1
23.68	40.0	3.0	3.0	46119092.0	70942263.0	12956299.0	33633.0	1
15.98	34.0	0.0	3.0	31472513.0	49292253.0	8758670.0	17217.0	1
18.93	39.0	1.0	1.0	36578768.0	41747163.0	8411326.0	119964.0	1
24.53	41.0	4.0	1.0	46913504.0	73421933.0	13389694.0	32623.0	1
8.83	45.0	0.0	0.0	17311789.0	5777365.0	4210590.0	6260.0	1
24.68	66.0	0.0	0.0	48019025.0	77011486.0	13817113.0	16383.0	1
13.88	50.0	1.0	2.0	26482602.0	41365759.0	7382921.0	12399.0	1
5.23	18.0	2.0	0.0	10126723.0	13213604.0	1554593.0	3217.0	1
18.13	53.0	3.0	0.0	34215536.0	52533062.0	9560047.0	20348.0	1
22.13	57.0	2.0	1.0	42880287.0	67700402.0	11987591.0	15280.0	1
10.39	37.0	4.0	0.0	20214553.0	24893349.0	4671544.0	92549.0	1
17.91	25.0	1.0	0.0	34600014.0	55191913.0	9560377.0	15869.0	1
25.77	63.0	0.0	1.0	49630984.0	77677109.0	13698603.0	23680.0	1
7.24	37.0	1.0	1.0	14054701.0	20814187.0	3142235.0	14462.0	1
28.42	48.0	1.0	0.0	55212124.0	87272555.0	15675825.0	31627.0	1
14.96	50.0	4.0	0.0	28838010.0	45405260.0	7893662.0	10718.0	1
5.1	16.0	0.0	0.0	9913611.0	15255634.0	2888735.0	4548.0	1
17.27	54.0	1.0	1.0	33499512.0	53211907.0	9220452.0	19893.0	1
18.68	61.0	3.0	1.0	34945109.0	55972592.0	10217660.0	19507.0	1
28.07	69.0	1.0	2.0	54113922.0	84869246.0	15123472.0	25090.0	1
16.98	19.0	1.0	1.0	33303819.0	52767771.0	9581295.0	5075.0	1
15.08	25.0	3.0	1.0	28999866.0	45282460.0	7985265.0	13248.0	1
4.28	34.0	2.0	0.0	8423856.0	12328315.0	662868.0	3727.0	1
14.08	24.0	0.0	0.0	27607026.0	42998307.0	8167016.0	5818.0	1
34.99	97.0	1.0	6.0	67413958.0	103525680.0	18542175.0	28768.0	1
11.21	22.0	0.0	0.0	22124101.0	35602842.0	6010736.0	10647.0	1
18.99	30.0	1.0	2.0	37550760.0	60250085.0	10834283.0	9913.0	1
0.2	16.0	0.0	1.0	350560.0	141822.0	29519.0	889.0	1
20.59	63.0	3.0	1.0	39641778.0	63062121.0	10888550.0	14456.0	1
5.15	24.0	0.0	0.0	10227567.0	16390691.0	2896602.0	2143.0	1
5.73	40.0	0.0	2.0	7410119.0	16041188.0	3100986.0	4350.0	1
12.15	23.0	0.0	0.0	23966269.0	37113041.0	6854432.0	5399.0	1
18.86	62.0	2.0	2.0	36189611.0	45013118.0	7616232.0	151603.0	1
18.55	81.0	0.0	2.0	36320399.0	50567811.0	9125090.0	87376.0	1
14.75	12.0	1.0	1.0	28495806.0	45421158.0	7641781.0	18638.0	1
15.36	28.0	1.0	0.0	30198675.0	47087634.0	8766371.0	8212.0	1
14.42	28.0	3.0	2.0	26887695.0	40451115.0	7600892.0	7129.0	1
5.05	24.0	1.0	0.0	9728821.0	15859544.0	2321491.0	24286.0	1
27.63	58.0	3.0	3.0	53491210.0	83827934.0	15100276.0	29723.0	1
11.39	38.0	1.0	2.0	22122300.0	34444981.0	6398941.0	10258.0	1
18.88	56.0	1.0	0.0	35676528.0	55865132.0	9979053.0	14792.0	1
20.89	47.0	1.0	0.0	39502742.0	62292298.0	10799823.0	21131.0	1
4.36	29.0	1.0	0.0	8614506.0	13445282.0	2312671.0	18563.0	1
17.86	32.0	1.0	1.0	35054479.0	53069540.0	10063462.0	13145.0	1
8.33	20.0	0.0	0.0	15285352.0	25003871.0	4396432.0	3240.0	1
4.01	26.0	3.0	0.0	6970844.0	11652888.0	2093902.0	4604.0	1
36.85	79.0	3.0	0.0	66934475.0	103275247.0	18489303.0	264006.0	1
11.89	40.0	0.0	0.0	22565837.0	36330280.0	6382534.0	11002.0	1
9.54	26.0	4.0	3.0	17856987.0	20785485.0	3706713.0	54648.0	1
16.07	67.0	3.0	0.0	30762121.0	48835367.0	8691989.0	21333.0	1
31.73	96.0	2.0	1.0	60987122.0	96194732.0	14643628.0	179847.0	1
9.85	28.0	0.0	0.0	18573372.0	27123108.0	5503071.0	12340.0	1
10.15	39.0	2.0	1.0	19902965.0	30902247.0	5864972.0	7327.0	1
10.7	19.0	1.0	0.0	20312896.0	32612015.0	5815996.0	10298.0	1
5.88	23.0	0.0	0.0	11269774.0	14968525.0	3165723.0	3590.0	1
9.62	26.0	1.0	0.0	18701758.0	28668267.0	4798507.0	7574.0	1
18.23	49.0	1.0	0.0	35277253.0	54944868.0	9405263.0	25134.0	1
1.53	27.0	0.0	2.0	2368093.0	3777133.0	730649.0	9168.0	1
26.6	56.0	1.0	2.0	51102473.0	80675298.0	14439777.0	21248.0	1
12.91	36.0	0.0	3.0	25312422.0	36576569.0	6854901.0	98202.0	1
34.28	96.0	1.0	0.0	65713121.0	102096171.0	17734154.0	35303.0	1
25.46	55.0	3.0	0.0	49442223.0	77754375.0	13932470.0	28083.0	1
5.72	31.0	0.0	1.0	11253286.0	17541199.0	3014190.0	2780.0	1
16.07	29.0	1.0	0.0	31105674.0	48759375.0	9165005.0	11199.0	1
18.07	54.0	1.0	3.0	34373260.0	54005662.0	8935050.0	23050.0	1
10.49	45.0	2.0	2.0	20607444.0	26131555.0	5586093.0	11215.0	1
17.91	26.0	1.0	0.0	34610189.0	55654447.0	9583213.0	11888.0	1
9.79	17.0	1.0	1.0	19138540.0	25219374.0	4634942.0	192356.0	1
21.6	62.0	4.0	0.0	41686925.0	63836600.0	11763267.0	16676.0	1
14.68	45.0	1.0	1.0	28191108.0	44727700.0	7795492.0	19313.0	1
21.93	61.0	3.0	0.0	42323674.0	67455264.0	10748198.0	94882.0	1
2.93	10.0	0.0	0.0	5691310.0	9059919.0	1548204.0	7089.0	1
23.54	56.0	4.0	1.0	45511402.0	71258957.0	12638459.0	27878.0	1
8.81	22.0	0.0	0.0	16497516.0	26015434.0	4929219.0	4635.0	1
25.66	65.0	1.0	1.0	50148900.0	80750317.0	14164541.0	23194.0	1
0.48	20.0	0.0	0.0	629543.0	474261.0	93829.0	1183.0	1
21.71	57.0	1.0	0.0	42217116.0	65932152.0	11872951.0	14819.0	1
4.28	52.0	0.0	0.0	7528651.0	11938184.0	2178857.0	3254.0	1
15.1	35.0	1.0	1.0	29308927.0	43476331.0	8133803.0	10599.0	1
29.29	33.0	3.0	1.0	57147870.0	88248917.0	15806685.0	28907.0	1
3.25	29.0	0.0	1.0	6506943.0	9133722.0	1730851.0	9010.0	1
25.54	19.0	2.0	0.0	49371424.0	77327170.0	12576546.0	330677.0	1
13.53	43.0	2.0	0.0	26640060.0	41420975.0	6701431.0	18234.0	1
19.84	47.0	2.0	3.0	37645611.0	54915338.0	10340344.0	35683.0	1
6.44	19.0	0.0	1.0	12843225.0	19611735.0	3670107.0	8834.0	1
18.03	62.0	2.0	1.0	34475289.0	49069848.0	8241707.0	156046.0	1
3.19	40.0	2.0	1.0	6594125.0	2024370.0	0.0	10696.0	1
16.05	25.0	1.0	0.0	31462460.0	49202600.0	9340773.0	14946.0	1
17.5	63.0	3.0	0.0	33240486.0	51835403.0	9391392.0	39575.0	1
11.56	30.0	0.0	2.0	22148841.0	35160693.0	6727886.0	15871.0	1
18.22	55.0	1.0	3.0	35194636.0	54385008.0	9762633.0	23912.0	1
17.97	57.0	2.0	2.0	34305599.0	45260320.0	8600913.0	105609.0	1
0.41	32.0	0.0	0.0	632438.0	325174.0	0.0	2285.0	1
23.31	54.0	3.0	1.0	45226019.0	69929002.0	12626002.0	38983.0	1
15.73	42.0	0.0	0.0	30218971.0	46227064.0	8368609.0	15864.0	1
5.79	62.0	1.0	0.0	10739082.0	14828084.0	3063372.0	2605.0	1
17.91	27.0	0.0	1.0	34816546.0	54397123.0	9418098.0	11344.0	1
8.05	24.0	0.0	0.0	15617175.0	23766162.0	1568189.0	24515.0	1
24.3	59.0	0.0	2.0	46470226.0	57013892.0	9312234.0	322826.0	1
0.25	22.0	0.0	0.0	396235.0	191448.0	36733.0	1180.0	1
22.3	60.0	3.0	1.0	43641459.0	67173924.0	11966988.0	20479.0	1
15.58	61.0	1.0	0.0	29803393.0	42736284.0	8113785.0	29120.0	1
34.4	67.0	0.0	1.0	66868666.0	98974793.0	15467312.0	153196.0	1
13.33	31.0	0.0	0.0	25163877.0	39573338.0	7501674.0	5768.0	1
0.29	25.0	0.0	0.0	451615.0	216258.0	45054.0	1371.0	1
20.27	51.0	2.0	1.0	39454225.0	60231421.0	10802240.0	23967.0	1
21.15	72.0	0.0	1.0	40572514.0	62509253.0	11378906.0	23870.0	1
0.18	14.0	0.0	0.0	345877.0	179000.0	34649.0	1091.0	1
18.58	68.0	1.0	1.0	35981109.0	54610345.0	9655424.0	31546.0	1
19.07	25.0	2.0	1.0	37096283.0	56724397.0	10888917.0	12198.0	1
24.11	49.0	1.0	1.0	46472633.0	71824861.0	12625870.0	37927.0	1
17.2	63.0	1.0	1.0	32859919.0	50034271.0	8911552.0	19082.0	1
7.94	22.0	0.0	0.0	15354985.0	23860424.0	4490491.0	5901.0	1
19.41	56.0	1.0	1.0	37337493.0	57193487.0	10578559.0	17415.0	1
18.27	51.0	1.0	0.0	34601417.0	55163764.0	9646272.0	16043.0	1
0.3	28.0	0.0	0.0	456417.0	241044.0	50374.0	1409.0	1
8.23	26.0	2.0	0.0	16012770.0	18284168.0	4502475.0	9663.0	1
15.34	43.0	2.0	0.0	29337970.0	45892647.0	7960589.0	32723.0	1
17.65	30.0	1.0	0.0	33248082.0	51031575.0	9104665.0	64911.0	1
8.91	7.0	0.0	0.0	17166810.0	26990382.0	3522284.0	88623.0	1
21.25	56.0	1.0	2.0	40967839.0	62847842.0	11329328.0	14938.0	1
0.13	10.0	1.0	0.0	204099.0	87783.0	18353.0	595.0	1
10.74	33.0	3.0	0.0	20320821.0	32205692.0	6078839.0	13625.0	1
15.92	64.0	1.0	0.0	29184564.0	43824491.0	7008536.0	121253.0	1
12.82	27.0	1.0	0.0	25077965.0	37052911.0	7274106.0	16245.0	1
13.79	26.0	4.0	1.0	26447763.0	41598661.0	7521265.0	12683.0	1
6.95	24.0	0.0	0.0	13267118.0	20210340.0	1908169.0	4537.0	1
5.28	36.0	1.0	0.0	10161364.0	16122662.0	2300193.0	22237.0	1
16.1	32.0	2.0	2.0	31330903.0	48317236.0	8579352.0	15558.0	1
14.55	24.0	0.0	0.0	27832376.0	43769343.0	7933869.0	20585.0	1
22.97	30.0	3.0	1.0	44006827.0	69816231.0	12199124.0	40027.0	1
12.98	16.0	1.0	0.0	25435432.0	39711105.0	7362343.0	4076.0	1
14.04	31.0	0.0	0.0	26158535.0	41388124.0	6089606.0	109299.0	1
10.56	31.0	0.0	2.0	20432228.0	27073663.0	5711276.0	6273.0	1
21.09	60.0	1.0	1.0	40569320.0	60212968.0	10567378.0	26317.0	1
20.38	60.0	0.0	0.0	39004057.0	61072667.0	10896081.0	21288.0	1
12.17	30.0	0.0	2.0	23890860.0	36899632.0	6898748.0	13092.0	1
16.87	56.0	0.0	3.0	32662474.0	52043717.0	8657057.0	17695.0	1
9.68	26.0	1.0	3.0	18908978.0	27785402.0	4412858.0	10984.0	1
17.65	66.0	4.0	4.0	34267822.0	53469309.0	9280698.0	24540.0	1
22.59	53.0	4.0	2.0	42883149.0	66742347.0	12291619.0	19963.0	1
4.85	25.0	1.0	0.0	5594246.0	13823772.0	2580008.0	6500.0	1
22.29	49.0	3.0	2.0	42719744.0	67210642.0	12044429.0	8513.0	1
16.14	51.0	2.0	0.0	30637454.0	48201371.0	8567307.0	16902.0	1
18.68	57.0	3.0	0.0	35304997.0	57166115.0	10165253.0	12282.0	1
11.37	33.0	3.0	0.0	21863914.0	28167091.0	4722358.0	139736.0	1
18.45	63.0	1.0	0.0	35192238.0	54969522.0	9780268.0	20596.0	1
18.89	59.0	1.0	1.0	35765284.0	54350051.0	8773224.0	113399.0	1
0.27	22.0	0.0	0.0	420078.0	201580.0	42148.0	1231.0	1
26.12	39.0	4.0	1.0	50290901.0	76197889.0	13309581.0	19268.0	1
17.87	37.0	2.0	3.0	34110651.0	48287088.0	8190916.0	101248.0	1
5.67	59.0	2.0	2.0	10628065.0	15164050.0	1607762.0	9835.0	1
18.1	33.0	2.0	1.0	34596818.0	52773425.0	9566587.0	25078.0	1
24.12	44.0	3.0	1.0	45836589.0	71222901.0	12899075.0	19105.0	1
14.76	54.0	4.0	0.0	27833732.0	41005349.0	7921212.0	10597.0	1
13.54	64.0	5.0	1.0	25660969.0	39762236.0	7107598.0	11318.0	1
8.4	16.0	1.0	0.0	16091131.0	25326673.0	4716188.0	5968.0	1
17.85	58.0	4.0	1.0	33870277.0	53041295.0	9105499.0	19357.0	1
11.79	33.0	4.0	0.0	22949742.0	35695858.0	6676880.0	9820.0	1
20.94	52.0	2.0	2.0	39852489.0	59823351.0	9160901.0	150642.0	1
10.97	47.0	1.0	0.0	21295682.0	33859966.0	5554752.0	30958.0	1
25.35	37.0	1.0	0.0	49227867.0	78843102.0	13722067.0	46702.0	1
3.95	34.0	0.0	0.0	7463621.0	10770652.0	2142896.0	6626.0	1
27.24	57.0	1.0	1.0	52329444.0	83380510.0	14800467.0	22759.0	1
0.19	15.0	0.0	0.0	300460.0	130036.0	27145.0	920.0	1
5.41	29.0	1.0	3.0	10457623.0	15689949.0	2663301.0	37083.0	1
23.92	47.0	1.0	2.0	40802500.0	71637281.0	13003082.0	21091.0	1
8.17	30.0	0.0	0.0	16108853.0	25229705.0	3978975.0	16520.0	1
31.7	77.0	3.0	1.0	61026440.0	95589349.0	15287316.0	56425.0	1
7.85	25.0	0.0	0.0	15362228.0	24061497.0	4547272.0	6932.0	1
19.15	60.0	3.0	1.0	36363018.0	58606022.0	10067342.0	30828.0	1
0.13	9.0	0.0	0.0	200830.0	80662.0	16718.0	567.0	1
9.75	28.0	0.0	1.0	18948031.0	29060997.0	5440977.0	15025.0	1
18.73	59.0	1.0	0.0	35215886.0	55468751.0	10150413.0	23150.0	1
18.77	59.0	1.0	2.0	35834709.0	56582247.0	9874618.0	14656.0	1
21.23	71.0	1.0	0.0	41073370.0	63964752.0	11369304.0	34229.0	1
18.72	55.0	1.0	0.0	34526341.0	55063192.0	9714380.0	15723.0	1
9.28	25.0	1.0	0.0	17708464.0	26773506.0	5019312.0	24760.0	1
5.41	17.0	1.0	0.0	10286815.0	16773942.0	3139899.0	19853.0	1
24.59	52.0	1.0	1.0	47044326.0	74707068.0	11243723.0	15916.0	1
12.26	24.0	1.0	0.0	23399646.0	35313439.0	6623247.0	12698.0	1
21.92	39.0	2.0	0.0	42436339.0	65920658.0	11864759.0	42493.0	1
18.49	26.0	0.0	1.0	33953095.0	56324979.0	9673401.0	18221.0	1
0.25	21.0	0.0	0.0	384517.0	162488.0	38040.0	1331.0	1
5.85	47.0	2.0	0.0	11154973.0	17917945.0	2546936.0	109774.0	1
34.4	64.0	3.0	1.0	66791624.0	104420504.0	18669045.0	106676.0	1
17.62	30.0	1.0	0.0	33479565.0	54452680.0	9468577.0	11127.0	1
24.0	78.0	2.0	1.0	45633987.0	71920009.0	12949517.0	28250.0	1
27.84	63.0	4.0	2.0	54291316.0	85288146.0	15374395.0	31128.0	1
19.29	33.0	1.0	1.0	37146599.0	55521658.0	10376768.0	15852.0	1
34.93	72.0	4.0	2.0	67961117.0	106501296.0	18937297.0	16754.0	1
10.55	28.0	2.0	2.0	19888711.0	8650588.0	5606312.0	10555.0	1
4.58	26.0	1.0	0.0	8567426.0	14831021.0	2740069.0	4067.0	1
35.56	91.0	0.0	0.0	68042130.0	96198804.0	18887065.0	60586.0	1
12.02	27.0	0.0	0.0	21073997.0	33086082.0	6681038.0	9171.0	1
1.35	47.0	0.0	0.0	2348281.0	3174167.0	573895.0	4506.0	1
34.57	62.0	3.0	2.0	66590707.0	105985731.0	16741985.0	39490.0	1
0.2	15.0	0.0	0.0	317490.0	139048.0	29124.0	872.0	1
25.0	35.0	1.0	0.0	48988541.0	76682713.0	13975539.0	24104.0	1
11.8	63.0	1.0	0.0	21627022.0	32054985.0	5923499.0	18358.0	1
18.88	73.0	0.0	1.0	35082838.0	54842434.0	10069695.0	16209.0	1
9.72	17.0	0.0	0.0	9745374.0	27404426.0	5510564.0	1573.0	1
17.34	66.0	2.0	2.0	33058237.0	49439979.0	8939270.0	24349.0	1
0.23	18.0	0.0	1.0	365034.0	157750.0	41139.0	1136.0	1
23.2	48.0	2.0	1.0	44712644.0	66936129.0	12154361.0	48085.0	1
11.78	33.0	1.0	3.0	22873810.0	34732566.0	6315941.0	6991.0	1
4.05	42.0	1.0	0.0	6266868.0	12119318.0	2123656.0	4262.0	1
23.7	33.0	0.0	0.0	45597605.0	70134772.0	12885836.0	30256.0	1
4.28	40.0	1.0	0.0	4750095.0	1885546.0	2276785.0	2148.0	1
18.85	22.0	1.0	0.0	36753518.0	58960154.0	10174686.0	11038.0	1
19.32	67.0	1.0	0.0	35681240.0	55156070.0	10448680.0	12988.0	1
5.0	13.0	1.0	0.0	9813335.0	15726402.0	2646862.0	25130.0	1
7.81	38.0	1.0	0.0	15496101.0	25039031.0	4181958.0	10032.0	1
18.03	35.0	2.0	3.0	35272491.0	54965081.0	10209825.0	8173.0	1
20.77	62.0	2.0	2.0	40096830.0	63846116.0	10896381.0	13739.0	1
0.98	19.0	4.0	2.0	2173340.0	3092776.0	153074.0	6044.0	1
15.96	76.0	3.0	3.0	30368402.0	48662627.0	7618294.0	140904.0	1
19.98	30.0	1.0	2.0	38601507.0	61245649.0	10589391.0	56800.0	1
18.4	29.0	2.0	1.0	35554253.0	56721524.0	9621995.0	31397.0	1
5.05	29.0	0.0	1.0	9451246.0	14589488.0	2724346.0	2576.0	1
17.52	28.0	3.0	3.0	33365452.0	52821420.0	9370593.0	14658.0	1
7.01	44.0	2.0	1.0	13561384.0	21040416.0	3793783.0	22585.0	1
7.51	26.0	0.0	0.0	14606585.0	22907674.0	4022705.0	5533.0	1
14.87	41.0	2.0	1.0	28499199.0	43242507.0	7587669.0	34349.0	1
23.83	50.0	1.0	0.0	46516772.0	68508695.0	11597040.0	66521.0	1
0.23	18.0	0.0	1.0	370333.0	173546.0	34392.0	1109.0	1
25.83	68.0	2.0	2.0	49163134.0	76583468.0	13967721.0	26359.0	1
32.99	98.0	0.0	1.0	62257010.0	99331293.0	15938187.0	26669.0	1
10.02	12.0	0.0	0.0	18328561.0	29047014.0	5695274.0	7507.0	1
0.28	25.0	0.0	0.0	419852.0	217346.0	49322.0	1261.0	1
18.83	59.0	1.0	1.0	36040642.0	57055375.0	10005746.0	20295.0	1
15.12	23.0	0.0	1.0	29137193.0	45903814.0	8536627.0	8675.0	1
0.3	23.0	0.0	0.0	452516.0	197600.0	43006.0	1467.0	1
8.92	34.0	0.0	0.0	15945101.0	25442127.0	4728755.0	6577.0	1
9.86	55.0	2.0	0.0	19098708.0	29016576.0	4984267.0	9282.0	1
12.88	21.0	2.0	0.0	24759365.0	36375848.0	6771710.0	6998.0	1
23.07	37.0	2.0	1.0	42881468.0	66964079.0	11784276.0	19789.0	1
9.85	26.0	2.0	0.0	15403648.0	24427049.0	5466720.0	8150.0	1
0.27	23.0	0.0	0.0	415936.0	198542.0	37601.0	1177.0	1
23.09	45.0	1.0	0.0	44121610.0	68540170.0	12411589.0	22480.0	1
0.22	18.0	0.0	0.0	349648.0	155853.0	32542.0	1111.0	1
24.2	50.0	3.0	5.0	45278381.0	70326314.0	12859042.0	38527.0	1
8.35	24.0	0.0	1.0	15663963.0	23616170.0	4244599.0	35391.0	1
13.23	38.0	0.0	0.0	25645672.0	40470216.0	7007294.0	3893.0	1
13.21	49.0	1.0	0.0	24525631.0	39529733.0	6966409.0	17670.0	1
17.74	37.0	3.0	1.0	34083839.0	50603724.0	9642059.0	15540.0	1
4.43	53.0	2.0	0.0	8383002.0	12489804.0	2411022.0	3298.0	1
25.48	30.0	1.0	1.0	49272074.0	75703550.0	13387116.0	21620.0	1
6.72	13.0	1.0	1.0	12600661.0	19438369.0	3783495.0	13737.0	1
5.84	23.0	1.0	2.0	11378365.0	17362364.0	3224582.0	4279.0	1
11.57	22.0	1.0	1.0	12406920.0	36357846.0	6200996.0	7252.0	1
17.88	16.0	2.0	1.0	34839947.0	54780183.0	9305284.0	8987.0	1
21.98	30.0	4.0	1.0	43112971.0	67353499.0	12060465.0	27081.0	1
13.33	46.0	2.0	0.0	25516735.0	39182249.0	6908835.0	14062.0	1
28.3	69.0	1.0	0.0	53740964.0	83884455.0	14542585.0	17663.0	1
0.17	15.0	0.0	0.0	276964.0	128444.0	26837.0	880.0	1
9.11	34.0	1.0	0.0	8989092.0	20358764.0	5098441.0	5284.0	1
18.8	60.0	1.0	1.0	34612225.0	53938301.0	9346604.0	23947.0	1
4.11	26.0	1.0	0.0	8073146.0	12237754.0	1974421.0	27577.0	1
5.14	27.0	1.0	1.0	10161330.0	15664464.0	2600169.0	3793.0	1
15.85	27.0	1.0	0.0	30977080.0	48255901.0	9028809.0	7287.0	1
19.28	35.0	1.0	2.0	36060253.0	55182110.0	9784855.0	22178.0	1
